Latitude	Longitude	Year	Month	Time	GS	Customers	Country
46.69659	7.137966	2022	7	2022-07-01	2350.88	4	All
52.088095	4.874946	2022	5	2022-05-01	166.2095	1	NL
50.776632	12.42151	2022	9	2022-09-01	687.933	2	DE
45.054753	5.037977	2022	9	2022-09-01	2197.7605	3	All
62.668887	31.00831	2023	1	2023-01-01	2030.8164	5	FI
56.1383	13.3948	2022	6	2022-06-01	8249.1559	10	SE
51.350948	5.448491	2023	1	2023-01-01	196.8379	1	All
51.580406	4.786551	2022	3	2022-03-01	492.5001	1	NL
51.562853	5.623107	2022	6	2022-06-01	2042.4049	1	All
55.399999	13.599999	2022	10	2022-10-01	3400.5548	3	SE
52.067258	5.108095	2022	2	2022-02-01	547.1728	1	NL
52.930262	6.746483	2022	10	2022-10-01	1416.0535	1	All
51.765294	5.493871	2022	9	2022-09-01	3078.0182	1	NL
46.31186	7.4823	2022	3	2022-03-01	451.71	2	CH
61.1203	14.6155	2022	2	2022-02-01	5298.4235	7	SE
52.810321	8.985479	2022	9	2022-09-01	312.9745	1	DE
50.735671	2.244459	2022	3	2022-03-01	434.4587	1	FR
52.884894	9.270083	2022	11	2022-11-01	6155.7326	7	All
46.39312	6.190835	2023	1	2023-01-01	875.49	2	All
51.949622	5.980784	2022	10	2022-10-01	523.2843	1	All
52.665215	5.211336	2022	7	2022-07-01	246.2225	1	NL
51.003946	5.877649	2022	6	2022-06-01	1939.0309	3	NL
52.419075	4.657597	2022	7	2022-07-01	209.2705	1	NL
47.858139	9.395661	2022	10	2022-10-01	250.3945	1	All
59.917999	10.718	2022	6	2022-06-01	139.972	1	NO
52.00104	4.363371	2022	5	2022-05-01	307.7893	1	All
