Latitude	Longitude	Year	Month	Time	GS	Customers	Country
48.352729	11.713735	2022	6	2022-06-01	3323.331	9	DE
52.204051	4.395217	2022	6	2022-06-01	215.4339	1	NL
52.146084	5.408318	2022	6	2022-06-01	633.9876	1	All
51.532826	4.476297	2022	4	2022-04-01	842.2187	1	NL
47.003308	7.426416	2023	1	2023-01-01	1167.95	1	CH
51.800541	5.329798	2022	8	2022-08-01	953.9042	1	NL
52.160018	4.499356	2022	4	2022-04-01	277.0037	1	All
52.550582	7.328283	2022	11	2022-11-01	6881.2324	9	DE
48.3153	14.04577	2022	4	2022-04-01	1917.9898	6	All
52.681597	6.174569	2022	11	2022-11-01	332.4772	1	All
52.401646	4.632359	2022	7	2022-07-01	1679.6688	4	All
48.365386	10.896935	2022	4	2022-04-01	3317.2786	2	DE
51.831871	4.699703	2022	11	2022-11-01	322.734	1	NL
41.13216	16.854242	2023	1	2023-01-01	305.301	1	All
52.130555	5.588661	2023	1	2023-01-01	430.8335	1	NL
51.851527	4.887194	2022	2	2022-02-01	307.7275	1	NL
53.212241	6.274836	2022	10	2022-10-01	215.1873	1	NL
53.114313	6.087511	2022	5	2022-05-01	307.7893	1	All
52.18554	5.377988	2022	6	2022-06-01	246.2188	1	NL
51.954305	5.212108	2022	6	2022-06-01	615.5786	1	NL
53.189336	6.137602	2022	9	2022-09-01	356.9832	1	NL
46.913269	7.148896	2022	3	2022-03-01	778.61	1	CH
51.94341	4.565966	2022	5	2022-05-01	430.8678	1	NL
49.735669	12.01606	2022	11	2022-11-01	1107.964	3	DE
51.579778	7.109309	2022	9	2022-09-01	2378.5883	2	All
52.705396	6.53491	2022	6	2022-06-01	400.065	1	All
51.349188	5.387451	2022	4	2022-04-01	1477.5614	1	All
47.591908	9.067987	2022	12	2022-12-01	409.01	1	All
50.70984	12.975769	2022	9	2022-09-01	203.4029	1	DE
52.110884	6.06289	2022	5	2022-05-01	369.2355	1	All
52.229727	4.830769	2022	3	2022-03-01	615.5786	1	All
52.588785	6.096709	2022	3	2022-03-01	2068.2014	2	All
48.26457	16.80354	2023	1	2023-01-01	744.106	1	AT
42.677432	-1.785329	2022	7	2022-07-01	104.598	1	All
53.636289	10.847351	2022	5	2022-05-01	469.4245	2	All
48.142825	11.558278	2022	9	2022-09-01	250.3945	1	DE
52.075945	4.347176	2022	4	2022-04-01	289.256	1	All
51.767283	5.531176	2022	3	2022-03-01	843.2641	1	All
49.650709	11.002842	2022	2	2022-02-01	234.675	1	All
45.432781	8.738167	2022	5	2022-05-01	274.756	1	IT
52.745727	6.526468	2022	11	2022-11-01	576.2323	1	All
60.099261	19.922386	2022	6	2022-06-01	852.7239	2	All
57.16693	9.741849	2022	8	2022-08-01	34583.602	52	All
52.513078	4.954849	2022	5	2022-05-01	933.0947	1	All
52.00391	6.125852	2022	12	2022-12-01	1177.2205	1	All
52.495131	6.109123	2022	2	2022-02-01	245.9729	1	All
52.298727	7.999211	2022	11	2022-11-01	5702.9133	17	All
49.323081	7.21563	2022	2	2022-02-01	938.3275	2	DE
49.264327	8.131558	2022	9	2022-09-01	2860.1349	2	All
51.267585	5.921311	2022	12	2022-12-01	430.9296	1	NL
51.81735	5.843992	2022	12	2022-12-01	276.4695	1	All
51.837345	5.878911	2022	2	2022-02-01	196.7783	1	All
46.81229	9.400226	2022	4	2022-04-01	142.31	1	CH
45.91512	0.255788	2022	4	2022-04-01	92.827	1	FR
47.14071	7.970295	2023	1	2023-01-01	142.31	1	CH
48.46292	16.26925	2023	1	2023-01-01	310.367	1	All
51.804407	4.66128	2022	10	2022-10-01	215.1873	1	All
37.657321	14.522637	2022	3	2022-03-01	305.301	1	All
50.062681	8.214797	2022	2	2022-02-01	775.8154	3	DE
53.069697	8.628353	2022	12	2022-12-01	3342.4842	7	DE
46.019557	8.984136	2022	6	2022-06-01	4329.29	5	CH
51.818667	3.976546	2022	7	2022-07-01	873.7413	1	NL
49.393583	10.996021	2022	5	2022-05-01	1711.1398	4	All
51.261418	12.423957	2022	6	2022-06-01	4269.932	8	DE
46.068418	8.977169	2022	7	2022-07-01	1305.99	2	All
52.218764	5.474655	2022	9	2022-09-01	326.2601	1	All
51.73164	5.30598	2022	8	2022-08-01	522.853	1	NL
51.415085	5.387853	2022	10	2022-10-01	182.7798	2	All
42.14475	14.698319	2022	12	2022-12-01	567.4665	3	IT
51.422287	5.46192	2022	4	2022-04-01	104.598	1	All
56.2	14.949999	2022	11	2022-11-01	4439.1918	7	SE
53.671813	10.128551	2022	12	2022-12-01	2315.1829	3	DE
52.360097	13.109283	2022	7	2022-07-01	2979.7765	11	DE
60.301471	24.361227	2022	9	2022-09-01	1105.3029	1	FI
49.488998	7.90346	2022	6	2022-06-01	525.1505	2	DE
46.53047	14.32428	2022	2	2022-02-01	148.9255	1	AT
52.264203	4.632746	2022	9	2022-09-01	350.9487	1	NL
55.704479	9.788299	2022	2	2022-02-01	6002.984	9	All
52.697835	5.237919	2022	11	2022-11-01	689.154	1	NL
52.202813	7.996619	2022	6	2022-06-01	3591.4595	10	DE
45.64793	13.797718	2022	3	2022-03-01	195.339	1	All
51.992674	14.354847	2022	6	2022-06-01	1358.0605	4	All
50.009369	8.257013	2022	9	2022-09-01	5958.6703	8	All
56.21576	10.036369	2022	2	2022-02-01	10585.138	19	DK
52.508162	5.463377	2022	6	2022-06-01	3027.8306	1	NL
51.727525	12.623465	2022	11	2022-11-01	125.16	1	DE
47.333145	7.843532	2022	4	2022-04-01	3280.41	8	CH
51.299016	7.366209	2022	4	2022-04-01	4404.0029	11	DE
51.507103	4.854099	2022	6	2022-06-01	492.296	1	NL
52.65487	4.8149	2022	10	2022-10-01	418.5537	1	NL
61.7667	6.2167	2022	6	2022-06-01	1185.6376	3	All
60.433737	25.395441	2022	9	2022-09-01	4274.012	3	FI
50.756001	12.880617	2022	10	2022-10-01	938.4892	2	All
50.844917	5.721515	2022	7	2022-07-01	215.454	1	NL
48.408981	12.848585	2022	12	2022-12-01	586.7955	1	DE
51.741452	5.780275	2022	5	2022-05-01	307.7595	1	All
58.383299	13.5667	2022	2	2022-02-01	299.2	1	All
59.733299	5.983299	2022	4	2022-04-01	696.5448	1	NO
60.574739	26.955076	2022	8	2022-08-01	735.8067	1	All
51.943473	4.362085	2022	8	2022-08-01	320.1026	1	All
52.045322	4.414585	2022	4	2022-04-01	541.3856	1	All
52.6345	10.310137	2022	4	2022-04-01	2383.8663	3	All
43.437667	13.355481	2022	9	2022-09-01	170.903	1	IT
54.252092	12.244628	2022	2	2022-02-01	337.932	1	DE
47.1444	13.80859	2022	4	2022-04-01	310.1435	1	All
59.0972	11.4472	2022	11	2022-11-01	3832.9256	2	NO
51.489694	4.040969	2022	8	2022-08-01	295.467	1	NL
64.197695	27.431238	2022	11	2022-11-01	4144.7188	1	All
52.708371	5.747883	2022	11	2022-11-01	689.0505	1	NL
51.890901	5.898156	2022	2	2022-02-01	809.1244	2	NL
52.192333	5.967775	2022	12	2022-12-01	246.2187	1	NL
50.451137	8.839185	2022	9	2022-09-01	3185.91	3	All
46.307735	4.874693	2023	1	2023-01-01	310.367	1	FR
50.590081	8.464426	2022	6	2022-06-01	3684.8744	11	DE
47.418155	8.366145	2023	1	2023-01-01	6290.83	6	All
52.594596	6.100224	2022	12	2022-12-01	1027.951	2	NL
49.631769	8.041511	2022	3	2022-03-01	344.19	1	DE
52.526175	6.436656	2022	5	2022-05-01	491.9235	1	NL
52.07095	4.252416	2023	1	2023-01-01	246.2225	1	All
52.117885	4.641708	2022	10	2022-10-01	1339.4587	1	All
45.273555	11.008834	2022	12	2022-12-01	365.795	1	All
48.802451	11.372694	2022	4	2022-04-01	187.5165	1	DE
51.701932	4.885415	2022	5	2022-05-01	535.4748	1	NL
40.730913	17.016937	2022	2	2022-02-01	210.0155	1	IT
57.549999	12.683299	2022	5	2022-05-01	614.6384	1	All
52.493074	5.504569	2022	12	2022-12-01	245.999	1	All
52.503554	4.957381	2023	1	2023-01-01	246.1569	1	NL
47.495877	8.275437	2022	7	2022-07-01	1524.11	3	CH
52.164795	6.732247	2022	12	2022-12-01	461.7152	1	NL
51.595672	4.655114	2022	9	2022-09-01	800.2276	1	NL
51.042869	7.819871	2022	11	2022-11-01	13010.6213	12	All
65.465199	25.372354	2022	9	2022-09-01	147.1375	1	FI
52.305705	6.744104	2022	8	2022-08-01	104.598	1	NL
50.885767	12.803216	2022	7	2022-07-01	1927.166	2	DE
46.503879	8.948392	2022	10	2022-10-01	226.8	1	All
55.4667	14.2833	2022	8	2022-08-01	4960.7469	3	All
48.566503	13.417981	2023	1	2023-01-01	2622.1765	6	DE
49.537836	8.71388	2022	10	2022-10-01	2856.0074	4	All
54.83711	11.470819	2022	8	2022-08-01	1079.76	2	DK
52.234426	5.970039	2022	2	2022-02-01	658.1233	1	NL
52.498272	13.513837	2022	9	2022-09-01	6202.8873	6	All
48.319001	11.68789	2022	4	2022-04-01	500.7145	1	All
51.332215	5.395701	2022	11	2022-11-01	1089.5446	1	NL
46.734229	8.959005	2022	5	2022-05-01	1997.66	4	All
51.059833	8.517958	2022	9	2022-09-01	4451.3023	6	All
52.159926	5.386371	2022	6	2022-06-01	1132.3368	1	All
51.560506	6.961196	2022	2	2022-02-01	2717.8345	3	All
61.135656	21.573953	2022	10	2022-10-01	960.9889	2	All
51.523023	5.074373	2022	8	2022-08-01	309.0186	1	NL
52.629534	4.747936	2022	12	2022-12-01	794.1277	1	NL
51.254372	7.514753	2022	9	2022-09-01	1602.2715	2	DE
49.117607	12.380742	2022	2	2022-02-01	149.745	1	DE
53.372748	8.302109	2022	11	2022-11-01	1282.9645	3	All
51.937384	5.933298	2022	9	2022-09-01	541.6895	1	All
49.674013	8.23671	2022	3	2022-03-01	142.6675	1	DE
46.7147	7.016801	2022	9	2022-09-01	1686.65	4	All
66.799999	13.233299	2022	9	2022-09-01	419.972	1	All
52.447777	4.589507	2022	7	2022-07-01	1322.834	1	NL
59.816699	11.483299	2022	6	2022-06-01	313.5552	1	All
52.658466	4.821733	2022	3	2022-03-01	695.2102	3	All
48.48238	8.998369	2022	6	2022-06-01	1439.638	5	DE
50.64044	5.51502	2022	5	2022-05-01	2449.3976	8	All
42.706453	-1.602374	2022	6	2022-06-01	381.589	1	ES
60.767135	24.297063	2022	9	2022-09-01	636.7008	2	FI
61.579926	24.557956	2022	6	2022-06-01	239.9645	2	All
51.508193	5.647122	2022	5	2022-05-01	708.5487	1	All
52.076959	4.331255	2022	12	2022-12-01	246.2792	1	All
51.738047	5.867178	2022	10	2022-10-01	575.6788	1	NL
52.716998	6.922184	2022	7	2022-07-01	245.9729	1	NL
50.757491	10.482148	2022	4	2022-04-01	1531.571	3	DE
52.085626	4.338087	2022	9	2022-09-01	246.2188	1	NL
50.009481	10.178435	2022	12	2022-12-01	797.9307	2	DE
47.805817	12.586234	2022	5	2022-05-01	168.966	1	All
62.51286	29.850122	2022	3	2022-03-01	1513.3088	3	All
52.192354	6.904131	2022	6	2022-06-01	737.9225	1	All
46.508877	6.307025	2022	10	2022-10-01	356.79	1	All
38.264584	-0.696334	2022	6	2022-06-01	184.3875	1	All
52.436919	6.733039	2022	9	2022-09-01	1108.0787	1	All
65.15	25.6	2022	6	2022-06-01	120.1007	1	All
38.742452	20.666493	2022	5	2022-05-01	480.5243	1	GR
53.573898	9.607998	2022	10	2022-10-01	3608.1881	2	All
52.153938	6.744261	2022	3	2022-03-01	307.7595	1	All
54.582034	9.528288	2022	12	2022-12-01	312.9745	1	DE
64.203606	24.035049	2022	4	2022-04-01	1104.9586	2	FI
49.423453	12.398989	2022	12	2022-12-01	300.4585	1	DE
51.175586	10.281765	2022	10	2022-10-01	187.74	1	All
46.03624	8.980198	2022	12	2022-12-01	486.85	1	All
50.606828	12.226893	2022	6	2022-06-01	751.109	1	DE
53.447753	11.301564	2022	12	2022-12-01	1614.5275	6	DE
63.4667	11.116699	2023	1	2023-01-01	2337.2328	4	NO
52.347211	6.665779	2022	7	2022-07-01	430.8335	1	NL
52.306997	5.240206	2022	3	2022-03-01	2575.966	2	All
52.350856	4.773524	2022	3	2022-03-01	430.8678	1	All
66.4	14.5167	2022	2	2022-02-01	2520.2968	2	NO
47.535217	15.511783	2022	9	2022-09-01	217.242	1	All
47.288348	11.532453	2022	9	2022-09-01	1706.4581	3	All
52.419978	12.343097	2022	4	2022-04-01	125.16	1	DE
50.153493	7.568959	2022	7	2022-07-01	2935.4347	5	DE
40.730913	17.016937	2022	3	2022-03-01	622.82	2	IT
51.218949	6.806559	2022	8	2022-08-01	3422.3261	7	All
51.48426	3.961426	2022	11	2022-11-01	241.231	1	NL
54.888489	12.04142	2022	5	2022-05-01	16234.354	24	DK
47.689088	9.47931	2022	7	2022-07-01	2552.8915	10	DE
48.381326	12.002791	2022	5	2022-05-01	2551.8727	2	DE
46.034502	8.918992	2022	8	2022-08-01	1075.69	1	CH
52.202376	5.139956	2022	4	2022-04-01	891.9885	3	All
53.823518	9.448894	2022	4	2022-04-01	2253.342	1	DE
51.463695	7.990071	2022	12	2022-12-01	1689.8835	5	All
40.426012	-3.684093	2022	9	2022-09-01	455.2695	2	ES
45.114074	11.601111	2022	10	2022-10-01	244.1365	1	All
54.318157	10.375783	2022	4	2022-04-01	688.2191	3	DE
51.915504	6.590065	2022	11	2022-11-01	430.8685	1	All
49.923614	8.075587	2022	10	2022-10-01	4142.948	6	DE
65.187970000000007	25.487958	2022	9	2022-09-01	2051.1243	4	All
41.262476	1.170985	2022	4	2022-04-01	122.8505	1	All
51.955625	6.258115	2022	8	2022-08-01	215.156	1	NL
46.56001	7.10036	2022	2	2022-02-01	356.79	1	All
46.177884	6.869325	2022	8	2022-08-01	1860.81	6	CH
48.45747	14.70227	2023	1	2023-01-01	397.3085	1	AT
55.123649	12.04803	2023	1	2023-01-01	10308.768	21	All
47.40999	10.282525	2022	6	2022-06-01	249.7985	1	DE
59.0048	9.531	2022	4	2022-04-01	1052.688	1	NO
59.3774	17.031199	2023	1	2023-01-01	7566.3105	16	SE
51.614589	7.559746	2022	10	2022-10-01	4255.8125	10	DE
52.191639	5.949855	2022	6	2022-06-01	166.2095	1	NL
47.635863	8.603224	2022	12	2022-12-01	324.31	1	CH
51.975394	6.324911	2022	7	2022-07-01	135.146	1	NL
52.190393	5.37885	2022	3	2022-03-01	1156.7793	1	NL
53.890505	10.721498	2022	8	2022-08-01	1197.1853	5	DE
46.594970000000004	5.381508	2022	4	2022-04-01	148.9255	1	All
45.325333	10.514241	2022	3	2022-03-01	274.6815	2	IT
47.858724	11.233334	2022	9	2022-09-01	250.0965	1	DE
49.310154	12.164127	2022	10	2022-10-01	2387.0204	4	All
47.821826	9.346366	2022	6	2022-06-01	514.7205	3	All
51.921758	4.625059	2022	9	2022-09-01	409.3179	1	NL
50.856126	6.022313	2022	3	2022-03-01	1440.1886	1	All
55.40194	9.5303	2022	7	2022-07-01	3692.544	7	DK
59.524999	5.875	2022	6	2022-06-01	3293.6176	4	NO
52.007691	6.031566	2022	5	2022-05-01	153.8634	1	NL
51.12996	5.5249	2022	3	2022-03-01	4295.9772	9	BE
52.305233	4.637252	2022	5	2022-05-01	381.5496	1	NL
51.946386	4.848093	2022	9	2022-09-01	184.6855	1	All
48.279952	12.39289	2022	9	2022-09-01	438.209	1	DE
51.087985	13.686302	2022	2	2022-02-01	1966.055	6	All
63.556107	27.192952	2022	12	2022-12-01	2953.9177	4	All
66.816699	13.966699	2022	9	2022-09-01	3496.8752	4	All
58.5052	13.1577	2022	10	2022-10-01	13158.2646	31	All
51.869183	5.87179	2023	1	2023-01-01	1354.4212	1	NL
46.19909	-1.366837	2022	2	2022-02-01	217.2293	1	All
52.106206	6.570278	2022	11	2022-11-01	124.6385	1	All
50.313949	8.999909	2022	6	2022-06-01	944.7345	2	All
47.077727	9.901948	2023	1	2023-01-01	217.2293	1	All
59.566699	16.25	2022	5	2022-05-01	2741.4879	4	All
49.250356	7.428273	2022	7	2022-07-01	3755.5161	3	All
52.482742	13.528386	2022	12	2022-12-01	5450.8394	15	DE
51.82621	4.331338	2022	7	2022-07-01	369.371	2	NL
48.652672	6.967021	2022	3	2022-03-01	2272.7715	2	FR
64.022777	23.609148	2022	2	2022-02-01	210.239	1	FI
46.444259	7.443278	2022	5	2022-05-01	129.36	1	All
50.084032	8.644471	2022	3	2022-03-01	813.1675	3	All
61.139967	25.663058	2022	4	2022-04-01	240.0219	1	All
54.106597	9.175389	2022	9	2022-09-01	4007.6136	6	All
47.136725	7.772504	2022	11	2022-11-01	1037.33	1	CH
44.992242	11.357782	2022	12	2022-12-01	305.301	1	All
51.932258	4.497856	2022	3	2022-03-01	307.7893	1	NL
53.401118	7.047973	2022	6	2022-06-01	2718.1325	6	DE
57.36992	9.71502	2022	7	2022-07-01	18586.52	32	DK
55.25773	11.88014	2022	8	2022-08-01	23833.934	42	All
42.316039	-7.884451	2022	3	2022-03-01	92.082	1	All
62.3333	5.8833	2022	4	2022-04-01	4089.8816	7	All
47.199293	7.58677	2022	7	2022-07-01	9174.13	17	CH
46.25262	6.194502	2022	11	2022-11-01	872.9	2	CH
47.56222	16.38018	2022	12	2022-12-01	496.021	1	All
47.036989	8.18383	2022	2	2022-02-01	3771.04	7	All
48.02527	7.452574	2022	2	2022-02-01	558.5639	1	FR
47.188075	7.706186	2022	7	2022-07-01	3173.24	9	CH
51.693688	5.332333	2022	7	2022-07-01	393.9262	1	NL
55.558999	9.304899	2022	11	2022-11-01	7690.864	11	All
62.827905	28.49319	2022	7	2022-07-01	360.4228	1	FI
52.33551	5.533469	2022	11	2022-11-01	344.3002	1	NL
52.10053	5.052621	2022	7	2022-07-01	549.1433	1	All
52.694124	14.167855	2022	4	2022-04-01	1610.813	4	DE
48.891322	2.459136	2023	1	2023-01-01	446.553	2	FR
52.033716	5.180906	2022	9	2022-09-01	246.2225	1	All
49.983405	9.508471	2022	5	2022-05-01	312.9	1	DE
51.055056	11.212457	2022	8	2022-08-01	1172.3398	3	All
48.865282	9.030702	2022	2	2022-02-01	2077.7343	3	DE
52.334513	4.950402	2022	2	2022-02-01	215.454	1	NL
56.085949	12.316739	2022	7	2022-07-01	128785.23	164	DK
53.093553	6.176704	2022	6	2022-06-01	122.8505	1	All
58.0833	7.3333	2023	1	2023-01-01	3973.4128	7	NO
51.692898	14.715302	2022	12	2022-12-01	2710.9501	8	DE
60.991556	25.688298	2022	8	2022-08-01	2147.7307	5	FI
47.93934	14.04583	2022	9	2022-09-01	744.6149	2	All
46.865687	15.855174	2022	9	2022-09-01	806.835	2	All
62.234327	23.772717	2023	1	2023-01-01	565.297	2	FI
52.481998	13.327479	2022	4	2022-04-01	4500.5674	10	All
40.843419	14.255496	2022	6	2022-06-01	488.4965	1	All
51.15522	5.60272	2023	1	2023-01-01	4271.8481	7	BE
44.041696	3.586796	2022	10	2022-10-01	310.367	1	FR
52.078667	4.85612	2022	4	2022-04-01	338.5124	1	NL
60.160511	24.672866	2022	3	2022-03-01	582.6354	2	All
55.668779	12.54893	2022	3	2022-03-01	1750.168	3	DK
52.371356	4.901377	2022	9	2022-09-01	166.2095	1	NL
52.367606	4.841183	2022	4	2022-04-01	310.8051	1	NL
48.294315	13.004143	2022	8	2022-08-01	1223.372	3	All
47.360184	7.507032	2022	7	2022-07-01	486.15	1	All
52.379556	4.660288	2022	11	2022-11-01	403.2216	1	NL
53.230307	6.524694	2022	12	2022-12-01	1140.279	1	NL
49.253972	6.037128	2022	5	2022-05-01	1414.457	3	FR
53.217648	6.580797	2022	5	2022-05-01	2123.7395	1	All
53.159472	6.377257	2022	4	2022-04-01	104.598	1	NL
46.482279	6.831324	2022	9	2022-09-01	648.62	1	All
50.434914	9.711001	2022	3	2022-03-01	250.0965	1	DE
47.192492	8.851075	2023	1	2023-01-01	600.18	2	CH
48.565101	9.30387	2022	5	2022-05-01	688.4545	1	All
47.58856	9.781376	2022	5	2022-05-01	155.1835	1	AT
60.124261	24.438231	2023	1	2023-01-01	972.6557	3	FI
57.916699	12.366699	2022	7	2022-07-01	380.7891	1	All
51.887828	4.617146	2022	7	2022-07-01	547.4931	2	NL
50.552615	7.38445	2022	11	2022-11-01	231.546	1	All
50.013312	9.656728	2022	3	2022-03-01	6088.682	6	DE
47.188398	5.085027	2022	9	2022-09-01	173.8085	1	FR
47.023174	7.040802	2022	5	2022-05-01	875.49	2	All
48.456339	9.911799	2022	12	2022-12-01	844.681	2	DE
51.610023	5.446616	2022	2	2022-02-01	2164.0052	1	NL
47.55579	9.04256	2023	1	2023-01-01	1995	1	CH
51.995379	5.931011	2022	10	2022-10-01	640.0839	1	NL
51.392622	3.558541	2022	5	2022-05-01	307.7595	1	All
52.292938	6.56788	2022	11	2022-11-01	1748.2848	1	All
50.51643	7.011937	2022	5	2022-05-01	500.789	2	DE
60.383477	23.147491	2022	11	2022-11-01	6527.2978	13	FI
43.429337	1.223342	2022	10	2022-10-01	670.2765	1	FR
49.600951	9.431901	2022	8	2022-08-01	369.222	2	DE
52.165845	6.222234	2022	5	2022-05-01	800.2306	2	All
51.436826	7.042244	2022	7	2022-07-01	6180.9655	19	DE
49.452367	11.405857	2022	3	2022-03-01	550.704	1	All
47.650405	9.545115	2022	3	2022-03-01	250.32	1	DE
53.347517	9.984047	2022	2	2022-02-01	625.8745	2	All
55.76471	12.45547	2022	4	2022-04-01	31626.056	58	DK
61.862662	28.921945	2022	11	2022-11-01	300.3095	1	All
51.428141	5.424617	2022	6	2022-06-01	307.7893	1	NL
53.163419	9.361696	2022	8	2022-08-01	13742.1622	6	DE
53.027625	9.187443	2022	9	2022-09-01	375.48	1	All
51.825867	4.138322	2022	3	2022-03-01	738.7807	1	NL
48.086276	9.747838	2022	6	2022-06-01	106.386	1	All
60.186008	23.122048	2022	11	2022-11-01	1242.6451	3	All
56.1409	9.99694	2022	8	2022-08-01	5498.16	12	DK
41.379141	2.154269	2022	12	2022-12-01	430.908	2	ES
51.123122	4.349881	2022	3	2022-03-01	3440.6649	9	BE
53.988921	13.509752	2022	8	2022-08-01	5717.6365	5	DE
51.72664	11.980079	2023	1	2023-01-01	375.331	1	All
49.264327	8.131558	2023	1	2023-01-01	318.9345	3	DE
52.934419	7.017921	2022	3	2022-03-01	123.0785	1	All
46.952643	7.576382	2022	10	2022-10-01	1298.64	1	CH
51.431671	5.474415	2022	10	2022-10-01	2462.377	2	All
53.157635	7.025786	2023	1	2023-01-01	461.6765	1	All
55.862149	9.418969	2023	1	2023-01-01	1734.846	4	DK
49.575083	9.088026	2022	8	2022-08-01	484.7521	2	DE
60.803713	25.722086	2022	11	2022-11-01	14017.8244	23	FI
52.663644	5.173931	2022	10	2022-10-01	575.6795	1	All
47.305396	7.899477	2022	7	2022-07-01	2581.32	4	All
51.695096	3.745622	2022	8	2022-08-01	123.0785	1	NL
47.641268	15.829489	2022	3	2022-03-01	6291.3364	6	AT
51.21144	3.426701	2022	4	2022-04-01	2350.326	8	BE
52.110798	5.096053	2022	10	2022-10-01	424.8326	1	NL
60.95989	22.867568	2022	11	2022-11-01	3613.1113	5	All
51.929088	6.029733	2022	2	2022-02-01	430.8678	1	NL
52.866827	6.51211	2023	1	2023-01-01	646.485	1	NL
51.441268	5.610816	2022	2	2022-02-01	630.8467	1	NL
50.489518	2.94858	2022	6	2022-06-01	248.0105	1	All
51.587962	4.821888	2022	5	2022-05-01	307.7886	1	NL
58.383299	8.699999	2022	4	2022-04-01	1566.1856	3	NO
70.983299	25.983299	2022	4	2022-04-01	3061.7552	5	All
47.346785	7.926361	2022	8	2022-08-01	940.45	3	All
50.645384	13.04037	2022	9	2022-09-01	500.193	1	DE
60.406143	25.072571	2022	9	2022-09-01	2505.6881	4	All
55.90879	12.15177	2022	9	2022-09-01	15818.81	29	DK
52.84001	8.383539	2023	1	2023-01-01	1970.525	5	All
65.835499	24.1368	2022	3	2022-03-01	1979.4311	4	All
48.574655	10.785844	2022	3	2022-03-01	306.7165	1	DE
51.954758	4.462906	2022	6	2022-06-01	701.4667	1	All
48.32185	14.22425	2023	1	2023-01-01	186.1755	1	AT
42.932494	-9.278073	2022	8	2022-08-01	615.668	1	ES
48.099931	14.451379	2022	3	2022-03-01	105.492	1	AT
63.4333	11.75	2022	11	2022-11-01	1299.6256	4	All
52.856659	5.709353	2022	7	2022-07-01	184.7094	1	All
48.335884	10.063539	2023	1	2023-01-01	3759.8892	8	All
49.868392	9.343567	2022	11	2022-11-01	250.0965	1	All
52.196875	5.378659	2022	11	2022-11-01	249.3583	1	All
49.395966	8.440454	2022	5	2022-05-01	150.192	1	DE
47.69968	16.09079	2023	1	2023-01-01	1730.4115	5	All
51.308809	5.334212	2022	9	2022-09-01	1662.0243	1	All
48.415594	13.135286	2022	11	2022-11-01	375.331	2	All
52.242009	9.733458	2022	6	2022-06-01	4632.1344	8	All
52.487837	4.679474	2022	8	2022-08-01	270.8463	1	NL
50.842286	5.399983	2022	5	2022-05-01	307.7595	1	BE
50.810744	12.530792	2022	5	2022-05-01	2454.2295	6	DE
52.050879	6.106122	2023	1	2023-01-01	676.9026	1	NL
61.558155	23.576557	2022	4	2022-04-01	2330.3687	7	FI
56.1997	12.557999	2022	4	2022-04-01	10299.2554	15	All
51.625157	4.849743	2022	3	2022-03-01	246.2225	1	NL
48.633304	2.368253	2023	1	2023-01-01	279.3005	1	All
50.977108	5.832719	2022	5	2022-05-01	329.8302	1	NL
52.347823	5.227998	2022	8	2022-08-01	424.6486	1	NL
52.389682	5.290424	2022	10	2022-10-01	677.7637	2	NL
59.929999	5.859399	2022	2	2022-02-01	996.1224	1	All
47.779838	16.269663	2022	11	2022-11-01	248.0105	1	All
65.856505	24.141878	2022	6	2022-06-01	1415.3153	3	All
52.496431	5.421721	2022	11	2022-11-01	184.6483	1	All
56.05579	12.20289	2022	10	2022-10-01	130481.78	176	DK
47.151972	7.558646	2022	8	2022-08-01	486.15	1	All
52.080581	8.654032	2022	2	2022-02-01	1477.0683	2	All
60.799041	28.009006	2022	3	2022-03-01	931.0689	1	FI
51.691675	5.275629	2022	4	2022-04-01	369.371	2	All
51.472124	12.374492	2022	5	2022-05-01	125.16	1	All
47.29419	8.36001	2022	5	2022-05-01	3324.51	7	CH
48.241764	16.434855	2022	4	2022-04-01	32730.5224	60	AT
47.882863	1.916103	2022	2	2022-02-01	2100.1178	6	FR
47.574703	8.605337	2022	12	2022-12-01	142.31	1	All
63.233861	21.415988	2022	11	2022-11-01	1240.4839	2	FI
52.767309	8.764148	2022	5	2022-05-01	563.2945	1	DE
52.200175	5.953773	2022	9	2022-09-01	984.1368	1	All
43.785657	11.314535	2022	11	2022-11-01	641.147	1	All
51.048067	12.465139	2022	12	2022-12-01	563.2945	2	DE
45.717981	9.209241	2022	2	2022-02-01	317.221	2	All
53.319995	6.841998	2022	10	2022-10-01	492.5001	1	NL
52.477375	13.423477	2022	6	2022-06-01	4976.0524	13	All
61.8083	10.65	2022	12	2022-12-01	470.344	1	NO
51.687599	5.314261	2022	7	2022-07-01	184.6855	1	NL
62.808401	23.514892	2022	11	2022-11-01	915.9249	2	FI
51.979116	4.350566	2022	8	2022-08-01	554.008	1	All
48.15546	13.806467	2022	5	2022-05-01	167.5505	1	AT
52.6035	4.683596	2022	12	2022-12-01	123.0785	1	NL
52.141795	5.58342	2022	8	2022-08-01	430.9296	1	All
61.5	8.7833	2022	3	2022-03-01	419.4176	1	All
61.735561	24.656906	2022	4	2022-04-01	420.4438	1	All
49.140373	9.187327	2022	10	2022-10-01	3297.7246	7	All
51.890882	4.485091	2022	11	2022-11-01	336.1709	1	All
51.893066	4.579727	2022	7	2022-07-01	221.344	1	All
52.33196	5.532057	2022	6	2022-06-01	430.8678	1	All
53.317335	6.848194	2022	9	2022-09-01	3764.2698	1	NL
